canddt_name_2014,caddi_sex_2014,cnddt_age_2014,canddt_category_2014
CHAGANLA NARENDRA NATH,M,49,GEN
Y. SHANKAR GOUD,M,50,GEN
DR.P. SHRAVAN KUMAR REDDY,M,39,GEN
IQBAL ALI ZAFAR,M,59,GEN
KOMPELLI PRABHUDAS,M,48,SC
"PRABHUGOUD, PULLAIAHGARI",M,45,GEN
BOMMA BALESHAM,M,62,GEN
KUNDETI. RAVI.,M,40,GEN
GAJABINKAR BANSILAL,M,49,GEN
GURJADA BHEERAIAH YADAV,M,47,GEN
BALARAJU MITTAPALLY,M,43,GEN
MEKA. SUBBA RAO,M,37,SC
S KRISHNA REDDY,M,51,GEN
DR.BHAGAVANTH RAO,M,61,GEN
RASHID SHAREEF,M,53,GEN
VENU GOPAL.P,M,30,SC
ASADUDDIN OWAISI,M,43,GEN
S.KHAJA MOINUDDIN,M,45,GEN
JAYA VINDHYALA,F,49,GEN
BINGHI RAJASHEKAR,M,38,GEN
BODDU SAINATH REDDY,M,36,GEN
N.MAHENDER SINGH,M,49,GEN
LUBNA SARWATH,F,49,GEN
SYED MUSTAFA MAHMOOD,M,45,GEN
MD OSMAN,M,52,GEN
SHAIK MOIN,M,46,GEN
SYED ABDUL GAFFER,M,56,GEN
M A HABEEB,M,37,GEN
KONDA VISHWESHWAR REDDY,M,54,GEN
TULLA VEERENDER,M,31,GEN
PATLOLLA KARTIK REDDY,M,34,GEN
SAMALA RAVINDAR,M,46,GEN
KUMMARI GIRI,M,33,GEN
KONDA RAGHAVA REDDY,M,54,GEN
DR.GOLLA RAMAIAH,M,73,GEN
CHAN PASHA,M,37,GEN
MD YUNUS MIYA,M,70,GEN
REGATTE VENKAT REDDY,M,54,GEN
SYED HASHMATHULLAH QUADRI,M,45,GEN
DR. P. SADHU SATYANADHAN,M,61,GEN
SUTHARAPU PADMAIAH,M,61,GEN
G.MALLESHAM GOUD,M,38,GEN
SANIKE RAM GOPAL YADAV,M,47,GEN
KADIRE KRISHNA,M,37,SC
DR. JANARDHAN REDDY NAGAM,M,65,GEN
JAIPAL REDDY SUDINI,M,72,GEN
AP JITHENDER REDDY,M,60,GEN
S.R.PREMAIAH,M,60,SC
H.A. RAHMAN,M,44,GEN
IBRAHIM SYED,M,44,GEN
DR. CHANDRA SEKHAR. A,M,45,GEN
S. SHIVA SHANKAR,M,45,GEN
KUNDARAPU RAMESH,M,46,GEN
GUTHA SUKHENDER REDDY,M,60,GEN
TERA CHINNAPA REDDY,M,50,GEN
NANDYALA NARSIMHA REDDY,M,58,GEN
DR. PALLA RAJESHWAR REDDY,M,50,GEN
GUNNAM NAGI REDDY,M,64,GEN
TEJAVATH BELLAIAH NAIK,M,42,GEN
MANUPURI DAYA SAGAR,M,39,GEN
MARRI NEHEMIAH,M,58,GEN
KADIYAM SRIHARI,M,63,SC
GANNARAPU SURENDER,M,49,SC
PARAMESHWAR RAMAGALLA,M,55,SC
RAJAIAH SIRICILLA,M,61,SC
CHINTHA SWAMY,M,44,SC
THUPPARI NARASIMHA SWAMY,M,44,SC
VENKANNA KANNAM,M,36,SC
VENKANNA NEERUDU,M,38,SC
VENU ESAMPELLY,M,37,SC
KANAKAM RAMESH,M,34,SC
CHILUVERU PRATHAP,M,40,SC
JANNU MAHENDAR,M,33,SC
KANKANALA NARAYANA,M,66,GEN
DODDA RAM BABU,M,48,GEN
NAMA NAGESWARA RAO,M,56,GEN
BUDAN BAIG SHAIK,M,53,GEN
NAGARJUNA CHERUKURU,M,44,GEN
PONGULETI  SRINIVASA REDDY,M,48,GEN
MEDARAMETLA  RAMA RAO,M,48,GEN
KANAKAM TIRUMALA RAO,M,27,SC
KALTHI RAMULAMMA,F,39,ST
KALTHI VENKATESWARLU,M,42,ST
KAKI BHASKAR,M,43,GEN
GUGULOTHU RANJITH KUMAR,M,30,ST
GUGULOTHU SARVAN,M,29,ST
GOKINEPALLI VENKATESWARA RAO (GVR),M,56,GEN
JERRIPOTHULA SRINIVAS,M,38,SC
NAGIREDDY RAJI REDDY (RAJANNA),M,38,GEN
BACHALA LAXMAIAH,M,55,ST
BANOTH KISHAN NAYAK,M,33,ST
BANOTH LAXMA NAIK,M,57,ST
BUSIREDDY SHANKAR REDDY,M,53,GEN
MARIKANTI VASUDASU,M,69,GEN
MUDIGE NAGESWARA RAO,M,44,ST
MOKALLA RAMESH,M,41,ST
RAMESH KOMMU,M,42,SC
RAMU KANDULA,M,35,SC
LINGALA RAVI KUMAR,M,38,SC
SANAPA POMMAIAH,M,50,ST
ARUNODAY SAHA,M,65,GEN
SANKAR PRASAD DATTA,M,56,GEN
SUDHINDRA CHANDRA DASGUPTA,M,74,GEN
ARUN KUMAR BHOWMIK,M,59,GEN
PARTHA KARMAKAR,M,46,GEN
PJECH DEBBARMA,M,38,ST
BINAY DEBBARMA,M,55,ST
RATAN CHAKRABORTI,M,63,GEN
RAKHAL RAJ DATTA,M,69,GEN
SALIL SAHA,M,54,GEN
SUBAL BHOWMIK,M,53,GEN
KAMAL KANTI DEBNATH,M,63,GEN
JOGANATI DATTA,F,52,GEN
JITENDRA CHAUDHURY,M,57,ST
PARIKSHIT DEBBARMA,M,53,ST
SACHITRA DEBBARMA,M,64,ST
KARNA BIJOY JAMATIA,M,39,ST
NARENDRA CHANDRA DEB BARMA,M,72,ST
FALGUNI TRIPURA,M,47,ST
BASU MOG,M,55,ST
BIKASH DEBBARMA,M,42,ST
BHRIGURAM REANG,M,65,ST
SUBARNA MALA DEBBARMA,F,45,ST
PATAL KANYA JAMATIA,F,39,ST
PRABIDDHA REANG,M,52,ST
IMRAN MASOOD,M,43,GEN
JAGDISH SINGH RANA,M,58,GEN
RAGHAV LAKHANPAL,M,39,GEN
SHAZAN MASOOD URF SHADAN MASOOD,M,41,GEN
YOGESH KUMAR,M,47,GEN
RATAN SINGH,M,64,SC
RAJENDER KUMAR,M,57,SC
SHAHANAVAJ,M,29,GEN
SHIV KUMAR,M,47,GEN
MOHD. FIROZ AFTAB,M,47,GEN
RAGHUVEER SINGH BODH,M,76,SC
CP VERMA,M,46,SC
SESHRAJ,M,64,GEN
HANSRAJ SAINI,M,43,GEN
KARTAR SINGH BHADANA,M,56,GEN
KANWAR HASAN,M,37,GEN
NAHID HASAN,M,26,GEN
HUKUM SINGH,M,75,GEN
DIVAKAR KASHYAP,M,29,GEN
PARDIP,M,42,GEN
RAMKARAN KASHYAP,M,39,GEN
SUNITA,F,27,GEN
SUNIL KUMAR KASANA,M,46,GEN
KRISHANPAL,M,48,GEN
MOHANLAL,M,33,GEN
KADIR RANA,M,50,GEN
PANKAJ AGARWAL,M,43,GEN
VIRENDER SINGH,M,61,GEN
(DR.) SANJEEV KUMAR BALYAN,M,41,GEN
ANIL KUMAR,M,49,SC
CHATAR SINGH KASHYAP,M,58,GEN
MANGE RAM KASHYAP,M,46,GEN
MOHAMMED YAMIN,M,65,GEN
MO. YAMIN,M,56,GEN
RAJESH DEVI ALIAS RADHIKA BALIYAN,F,33,GEN
LALIT CHAUHAN,M,31,GEN
ANKUR,M,28,GEN
GUFRAN AHMAD,M,29,GEN
JAGBIR SINGH,M,60,SC
NASEEM AHMAD ANSARI,M,55,GEN
PHOOL SINGH PAL,M,66,GEN
RAKESH,M,57,GEN
SHABNAM,F,42,GEN
SHANDAR GUFRAN,M,40,GEN
JAYA PRADA NAHATA,F,51,GEN
KUNWAR BHARTENDRA,M,50,GEN
MALOOK NAGAR,M,48,GEN
SHAHNAWAZ RANA,M,41,GEN
UDAY ALIES UDAYVEER,M,54,GEN
GAURAV,M,40,GEN
PARVEZ AQIL,M,42,GEN
MOHAMAD ADEEB,M,68,GEN
MOHAMMAD MOOSA,M,41,GEN
UMESH ALIES PANI,M,32,GEN
KAMAL,M,44,GEN
GAJRESH KUMAR,M,26,GEN
GIRISH CHANDRA,M,50,SC
YASHWANT SINGH,M,52,SC
YASHVIR SINGH,M,41,SC
OMPRAKASH RAVI,M,30,SC
TEJ SINGH,M,58,SC
BHAGWAN DASS RATHOR,M,67,SC
MANJU DEVI,F,25,GEN
VINOD KUMAR,M,44,SC
SHARISHTHA KUMAR SINGH,M,35,SC
SHEESHRAM SINGH RAVI,M,62,SC
SARIKA,F,27,SC
ASARPAT SINGH,M,46,SC
SHAMSHER,M,47,SC
SUNIL,M,42,GEN
NAFISUDDIN,M,80,GEN
BEGUM NOOR BANO URF MEHTAB,F,75,GEN
HAJI MOHD YAQOOB,M,55,GEN
KUNWER SARVESH KUMAR,M,62,GEN
DR S T HASAN,M,55,GEN
AMIT KUMAR,M,28,SC
KAMAR ALAM,M,41,GEN
JAIPAL SINGH SAINI,M,56,GEN
MOHD ZAFAR IQBAL,M,64,GEN
TEAJ SINGH SAINI,M,44,GEN
ENGINEER MOHAMMAD IRFAN,M,28,GEN
VIMAL KUMAR,M,37,GEN
SATISH CHANDRA SHARMA,M,43,GEN
SANDEEP KUMAR,M,38,GEN
SAURABH PRATAP SINGH,M,29,GEN
HARIOM,M,40,SC
RAJ KUMAR GUPTA,M,45,GEN
ROOPA CHANDRA SINGH,M,62,SC
AKBAR HUSAIN,M,67,GEN
NAWAB KAZIM ALI KHAN,M,53,GEN
NASEER AHMAD KHAN,M,76,GEN
DR. NEPAL SINGH,M,74,GEN
JANNAT NISHA,F,27,GEN
VIJENDRA SINGH,M,32,GEN
SYED SALMAN ALI,M,49,GEN
AKBAR MASOOD,M,51,GEN
JAGDISH SARAN SAGAR,M,44,SC
JAGMOHAN,M,49,GEN
TEJPAL SINGH,M,45,GEN
NAVED MIAN,M,43,GEN
AQEEL-UR -REHMAN KHAN,M,51,GEN
ACHARYA PRAMOD KRISHNAM,M,51,GEN
DR SHAFIQ- UR RAHMAN BARQ,M,81,GEN
SATYAPAL SINGH,M,40,GEN
MOHD ASLAM URF PASHA,M,43,GEN
DHARAM YADAV URF D.P.YADAV,M,60,GEN
DR. RASHID ALI,M,37,GEN
REKHA DEVI YADAV,F,33,GEN
AQEEL AHMAD,M,44,GEN
NANAD RAM KHADAGVANSHI,M,53,GEN
NUTAN VIJAY ADVOCATE,M,61,GEN
FIROZ HAIDER,M,35,GEN
RASHID,M,50,GEN
KANWAR SINGH TANWAR,M,52,GEN
FARHAT HASAN,M,50,GEN
RAKESH TIKAIT,M,45,GEN
HUMERA AKHTAR,F,37,GEN
KHAJAN SINGH,M,29,GEN
BRAJLAL,M,33,SC
MAHESH,M,30,SC
RAKESH,M,35,GEN
RAJPAL,M,39,GEN
SARVESH KUMAR SAINI,M,38,GEN
SYED KALBE RUSHAID RIZVI,M,38,GEN
HUSNEIN RAZAA,M,43,GEN
NARESH KUMAR,M,28,GEN
NARESH CHAND,M,50,SC
SURENDRA SINGH,M,47,GEN
NAGMA,F,43,GEN
RAJENDRA AGARWAL,M,64,GEN
MOHD.SHAHID AKHLAK,M,45,GEN
SHAHID MANZOOR,M,59,GEN
MOHD.USMAN GHAZI,M,30,GEN
MOHD. SAJID SAIFI,M,44,GEN
DR. (EX. MAJ) HIMANSHU SINGH,M,42,GEN
ATUL KHODAWAL,M,26,SC
ANIL,M,40,GEN
APHAJAL,M,43,GEN
IQRA CHOUDHARY,F,35,GEN
MUKESH KUMAR,M,40,SC
SUNIL DUTT,M,38,SC
AJIT SINGH,M,74,GEN
GHULAM MOHAMMED,M,61,GEN
PRASHANT CHAUDHRI,M,46,GEN
DR. SATYA PAL SINGH,M,58,GEN
KRISHAN PAL,M,47,GEN
YUNUSH,M,45,GEN
SOMENDAR DHAKA,M,40,GEN
AJAY PAL,M,46,GEN
ARVIND,M,36,SC
JAIVINDRA KUMAR,M,27,GEN
NISHANT,M,32,GEN
RUKSANA,F,28,GEN
SUBHASH CHAND KASHYAP,M,35,GEN
MUKUL,M,41,GEN
RAJ BABBAR,M,63,GEN
VIJAY KUMAR SINGH,M,62,GEN
SUDHAN KUMAR,M,48,GEN
NARESH GAUTAM,M,41,SC
SHAZIA ILMI MALIK,F,43,GEN
SURESH PAL,M,26,GEN
KESHAV CHOUDHARY,M,29,SC
NITIN,M,33,SC
RAMPHAL SHAKYA,M,62,GEN
RINKU KUMAR TYAGI,M,34,GEN
VINOD KUMAR TYAGI,M,49,GEN
SALEEM MALIK,M,35,GEN
SABIR,M,34,GEN
SANJEEV KUMAR,M,40,GEN
NARENDRA BHATI,M,55,GEN
DR.MAHESH  SHARMA,M,54,GEN
RAMESH CHAND TOMAR,M,66,GEN
SATISH KUMAR,M,47,GEN
UDAYVEER,M,55,GEN
KISHAN PAL SINGH,M,52,GEN
GAJENDRA,M,52,GEN
DHARMENDER,M,49,GEN
RAVINDER SHARMA,M,29,GEN
RAM VILAS,M,38,GEN
RUVEZ ALAM RAHI,M,25,GEN
MOHD. SABIR ANSARI,M,41,GEN
LT COL SP SINGH,M,67,GEN
SEEMA,F,39,GEN
SONIA SHARMA,F,37,GEN
KADEEM,M,29,GEN
KADIR KHAN JAISWAL,M,49,GEN
GRISA KUMAR,M,29,GEN
MAHESH,M,55,SC
RAKESH,M,47,GEN
SAFRUDDIN,M,62,GEN
SAVITRI,F,43,SC
SUNIL GAUTAM,M,28,SC
SUMITI,F,34,SC
ANJU URF MUSKAN,F,29,SC
KAMLESH,M,48,SC
PRADEEP KUMAR JATAV,M,46,SC
BHOLA SINGH,M,38,GEN
PYARE LAL,M,60,SC
RAGHURAJ PRATAP SINGH,M,51,SC
DR. RAHUL DIPANKAR,M,61,SC
VIJAI PAL,M,51,SC
SURESH,M,44,GEN
HARVIR,M,40,SC
DR. ARVIND KUMAR SINGH,M,25,GEN
ZAFAR ALAM,M,69,GEN
BIJENDRA SINGH,M,57,GEN
SATISH KUMAR,M,42,GEN
AMITA SINGH JAT,F,27,GEN
DURGESH CHANDRA GAUTAM,M,54,GEN
DEVANAND,M,53,GEN
PRADEEP KUMAR,M,41,GEN
BADSHAH,M,37,GEN
RAKESH CHANDRA RAWAT,M,61,GEN
VINOD KUMAR BAGHEL,M,26,GEN
MOHD. SABIR RAHI,M,46,GEN
NATTHI LAL SHARMA,M,58,GEN
SANJAY KUMAR,M,27,SC
NIRANJAN SINGH DHANGAR,M,47,SC
MANOJ KUMAR SONI,M,40,SC
RAJESH KUMAR DIWAKER,M,43,SC
RAMJI LAL SUMAN,M,63,SC
SUNHARI LAL,M,39,SC
OMPRKASH,M,42,SC
DALVIR SINGH,M,45,SC
NIRANJAN SINGH,M,67,SC
RAJA RAM,M,61,SC
CHANDAN SINGH,M,69,GEN
JAYANT CHAUDHARY,M,35,GEN
PT. YOGESH KUMAR DWIVEDI,M,41,GEN
HEMA MALINI,F,65,GEN
ANUJ KUMAR GARG,M,47,GEN
PT. UDYAN SHARMA ''''''''MUNNA'''''''',M,41,GEN
PARSOTTAM,M,39,GEN
BHUPENDRA KUMAR  DHANGAR,M,26,GEN
MAHARAM SINGH,M,67,SC
MAHESH PRATAP SHARMA,M,59,GEN
MOHAN SHYAM,M,35,GEN
THAKUR HEMENDRA VEER SINGH,M,31,GEN
OM PRAKASH,M,43,SC
PRAMOD KRISHNA,M,44,GEN
FAKKAR BABA ''''''''RAMAYANI'''''''',M,69,GEN
BHUDEV,M,41,GEN
RADHACHARAN,M,41,GEN
RAM BABU SAINI,M,59,GEN
SATISH CHANDRA SHARMA,M,47,GEN
HEMA MALINI,F,25,GEN
UPENDRA SINGH,M,43,SC
NARAYAN SINGH SUMAN,M,60,SC
MAHARAJ SINGH DHANGAR,M,46,SC
DR. RAM SHANKAR KATHERIA,M,49,SC
ANIL,M,38,GEN
ANITA,F,31,SC
CHANDRA PAL,M,66,SC
PREM SINGH,M,61,GEN
RAMESH,M,59,GEN
RAVINDRA SINGH,M,38,GEN
AMAR SINGH,M,38,SC
ASHOK KUMAR,M,30,GEN
OM PRAKASH,M,51,SC
DINESH KUMAR GAUTAM,M,41,SC
VINOD KUMAR SINGH,M,56,SC
AMAR SINGH,M,58,SC
BABULAL,M,66,SC
RANI PAKSHALIKA SINGH,F,53,GEN
SEEMA UPADHYAY,F,50,GEN
ASHOK KUMAR,M,45,GEN
PEETAM SINGH,M,35,GEN
PITAM SINGH,M,48,GEN
PANKAJ KUMAR SHARMA,M,37,GEN
MANIK,M,29,GEN
MUNNA LAL,M,47,GEN
MEGH SINGH,M,38,GEN
ROHAN SINGH,M,40,SC
LAXMI,F,52,GEN
VIJAY SINGH KUSHWAHA,M,58,GEN
AMBEDKARI HASNURAM AMBEDKARI,M,59,SC
KHEMRAJ SINGH,M,44,SC
DIWAN SINGH,M,41,SC
NATHOLI,M,36,SC
BRAJENDR SINGH,M,58,SC
MAHAVIR SINGH SOLANKI,M,38,GEN
RAKESH SINGH DHANKAR,M,54,GEN
RAM KUMAR DIXIT,M,53,GEN
RAM BRAJ YADAV,M,31,GEN
SHOBHNA BAUDDHA,F,32,SC
SATISH KUMAR,M,34,GEN
SANTOSH KUMAR,M,41,GEN
SEEMA DEVI,F,30,GEN
AKSHAY YADAV,M,27,GEN
ATUL CHATURVEDI,M,52,GEN
TH. VISHWADEEP SINGH,M,60,GEN
PROF. S.P. SINGH BAGHEL,M,53,GEN
UPENDRA SINGH,M,36,SC
KHAJAN SINGH,M,31,GEN
JAY PRAKASH,M,48,SC
RAKESH YADAV,M,65,GEN
RAJENDRA PRASAD,M,51,SC
RAHAT AFROZ,M,52,GEN
LAXMI,F,47,GEN
LAKSHMI  NARAYAN,M,34,GEN
SHAMSHER KHA,M,37,GEN
MIRJA MUKARRAM BAIG,M,26,GEN
RAJVEER,M,42,GEN
MULAYAM SINGH YADAV,M,74,GEN
SHATRUGHAN SINGH CHAUHAN,M,55,GEN
DR. SANGHMITRA MAURYA,F,28,GEN
ABU NASIM PATHAN,M,39,GEN
BABA HARDEV SINGH,M,66,GEN
SHISHUPAL SINGH,M,41,GEN
SATENDRA VEER SINGH CHAUHAN,M,48,GEN
ASHOK KUMAR,M,38,GEN
ALOK NANDAN,M,27,SC
MUKESH KUMAR,M,25,SC
MUKESH KUMAR SHAKYA,M,46,GEN
RAJESHWARI,F,49,GEN
HAKIM SINGH,M,49,SC
KU. DEVENDRA SINGH YADAV,M,65,GEN
NOOR MOHAMMAD KHAN,M,63,GEN
RAJVEER SINGH (RAJU BHAIYA),M,53,GEN
TH. JOGINDRA SINGH BHADORIYA,M,43,GEN
RAJENDRA,M,43,GEN
VINAY,F,49,GEN
HANS  RAJ SINGH,M,72,GEN
DANVEER,M,35,SC
RAKESH GANDHI,M,47,GEN
RAJVEER SINGH,M,59,GEN
AKMAL KHAN URF CHAMAN,M,46,GEN
DHARMENDRA YADAV,M,37,GEN
VAGISH PATHAK,M,54,GEN
AJEET PAL SINGH,M,41,SC
ANIL KUMAR SHARMA,M,51,GEN
PAGLANAND,M,49,GEN
MADAN LAL,M,40,SC
MAHENDRA PAL,M,43,GEN
REENA,F,28,GEN
VIRENDRA PAL GUPTA,M,43,GEN
SANTOSH KUMAR GUPTA (SATYMARGI),M,32,GEN
HEMA MEHRA,F,58,GEN
ATUL KUMAR,M,40,GEN
MUNSHI LAL,M,54,SC
HAR BHAGWAN,M,54,GEN
DHARMENDRA KUMAR,M,49,GEN
SALEEM IQBAL SHERVANI,M,61,GEN
KUNWAR SARVRAJ SINGH,M,60,GEN
SUNITA SHAKYA,F,31,GEN
IRSHAD ANSARI ADVOCATE,M,41,GEN
OM VEER,M,41,GEN
MOHD. ZARRAR KHAN,M,46,GEN
JITENDRA SINGH YADAV,M,39,GEN
NARESH SINGH SOLANKI,M,48,GEN
PRAMOD KUMAR YADAV,M,44,GEN
YOGENDRA KUMAR VERMA,M,36,GEN
CAPTAIN P.C. SHARMA,M,59,GEN
ARSHADURRAZA KHAN,M,26,GEN
AYESHA ISLAM,F,27,GEN
UMESH GAUTAM,M,43,GEN
PRAVEEN SINGH ARON,M,55,GEN
MASSARAT WARSI (PAPPU BHAI),M,40,GEN
SANTOSH KUMAR GANGWAR,M,64,GEN
ASLAM ADVOCATE,M,37,GEN
LAEEK AHMAD,M,48,GEN
SUNIL KUMAR,M,32,GEN
KAMAL KISHORE ENGINEER,M,43,GEN
JAVED KHAN,M,31,GEN
NETRAM,M,69,GEN
MANOJ VIKAT,M,38,GEN
LOTAN SINGH PATEL,M,44,GEN
SAYAD RASHID ALI,M,36,GEN
ANIS AHMAD KHAN ALIAS PHOOL BABU,M,51,GEN
BUDHSEN VERMA,M,54,GEN
MANEKA SANJAY GANDHI,F,57,GEN
SANJAY KAPOOR,M,51,GEN
NILIMA SHARMA,F,42,GEN
RAJEEV AGRAWAL,M,50,GEN
RAM AUTAR,M,59,GEN
SANJAY KUMAR,M,41,SC
ARAMAN KHAN,M,41,GEN
MOHD NAEEM ANSARI,M,30,GEN
MUNESH SINGH,M,41,GEN
RAVINDRA KUMAR DEVNATH,M,27,GEN
UMED SINGH KASHYAP,M,48,SC
KRISHNA RAJ,F,46,SC
CHETRAM,M,53,SC
MITHILESH KUMAR,M,53,SC
KISHAN LAL,M,54,SC
PYARE ALIAS RAJKUMAR GAUTAM,M,47,SC
MEVARAM,M,49,SC
RAMMURTI,M,50,SC
RAMLAL VERMA,M,64,SC
SMT REETA SINGH ALIAS REETA BHARTI,F,40,SC
SUNITA SUJATA NAGPAL,F,25,SC
RAKESH,M,32,GEN
ROSHAN LAL ALIAS ROSHAN KANAUJIYA,M,36,SC
VIPNESH,M,63,GEN
RAVI PRAKASH VERMA,M,54,GEN
RAMGOPAL MISHRA,M,51,GEN
AJAY KUMAR,M,55,GEN
ARVIND GIRI,M,57,GEN
ZAFAR ALI NAQVI,M,66,GEN
DINESH KUMAR,M,26,GEN
KRISHNA ADHIKARI,F,49,GEN
ASHRAF ALI,M,47,GEN
ASHOK,M,26,SC
RAMESHWARI,F,64,GEN
REKHA,F,39,GEN
ANAND BHADAURIYA,M,36,GEN
AJAY VERMA,M,49,GEN
ANAND KUMAR,M,54,GEN
KIRTI SINGH,F,51,GEN
SWAMI DAYAL,M,61,SC
DAUD AHMAD,M,45,GEN
KUWAR JITIN PRASAD,M,37,GEN
LEKHRAJ,M,28,GEN
RAM BALI,M,48,SC
RAJENDRA KUMAR SINGH,M,48,GEN
SUKHVINDRA SINGH,M,32,GEN
VIVEK MISHRA,M,35,GEN
VIJAY KUMAR TIWARI,M,54,GEN
MALA DEVI,F,26,GEN
KAISER JAHAN,F,40,GEN
BHARAT TRIPATHI,M,59,GEN
RAJESH VERMA,M,53,GEN
VAISHALI ALI,F,43,GEN
ERAJ BEG,M,40,GEN
CHAUDHARY LAL BAGHEL,M,63,GEN
JAGDISH NARAYAN SHUKLA,M,72,GEN
JAGMOHAN SINGH VERMA,M,69,GEN
R. K. MISRA,M,48,GEN
RAM AVTAR NISHAD,M,70,GEN
SHEFALI MISRA,F,39,GEN
SANT KUMAR,M,39,SC
SANJAY TIWARI,M,28,GEN
TURAB ALI,M,44,GEN
PUSHPA DEVI,F,39,GEN
SUCHITA KUMAR,F,55,GEN
ANSHUL VERMA,M,39,SC
USHA VERMA,F,48,SC
SHIVE PRASAD VERMA,M,64,SC
SARVESH KUMAR,M,39,SC
CHANDRAPAL,M,41,SC
RAMDAYAL,M,73,SC
RAMLAKHAN GAUTAM,M,27,SC
SANJAY KUMAR,M,45,SC
SANTRAM,M,42,SC
HIRA LAL VERMA,M,59,SC
RAMPAL,M,50,SC
SHIVEKUMAR,M,63,SC
SAROJ KUMAR,M,49,SC
SARVESH,M,37,SC
SUNIL BHARTI,M,26,SC
ANJU BALA,F,34,SC
ASHOK KUMAR RAWAT,M,47,SC
OM PRAKASH,M,52,SC
JAI PRAKASH,M,56,SC
KANEDI,M,45,SC
NAGPAL,M,29,SC
MANSHARAM GAUTAM,M,66,SC
RAJESH KUMAR S/O PARMESHWAR DEEN,M,26,SC
HARINAM,M,48,SC
RAJESH KUMAR S/O BABOORAM,M,45,SC
RAMPAL,M,39,SC
SHABNUM,F,29,SC
SWADESH KUMAR,M,46,SC
HANS MUKHI KATHERIA,F,36,SC
ARUN SHANKAR SHUKLA,M,56,GEN
BRAJESH PATHAK,M,47,GEN
SUKHDEV,M,56,GEN
SAKSHI MAHARAJ,M,58,GEN
SUMIT TEWARI,M,40,GEN
ANIL KUMAR MISHRA,M,52,GEN
SHALU DHARMENDRA YADAV,F,32,GEN
ANIL KUMAR CHAUDHARY,M,40,GEN
ANNU TANDON,F,56,GEN
ARVIND KUMAR,M,54,GEN
ROOP NARAYAN SINGH,M,59,GEN
GIRJA SHANKAR @ RAJU,M,45,GEN
SHIVNATH,M,48,SC
RAKESH KUMAR,M,40,GEN
ANIL KUMAR,M,51,SC
RAMESHWAR,M,57,GEN
MOHAMMAD AMIR KHAN,M,38,GEN
RAJNIKANT,M,35,SC
SHIVKANT,M,45,SC
AKHILESH KUMAR,M,35,SC
CHETRAM PASI,M,51,SC
KAUSHAL KISHORE,M,53,SC
R.K CHAUDHARY,M,55,SC
NARENDRA GAUTAM,M,45,SC
SUSHILA SAROJ,F,63,SC
AMIT RAWAT,M,27,SC
OM PRAKASH,M,62,SC
GOPAL KANAUJIYA,M,43,SC
GAUTAM BHARTI,M,34,SC
JAGDISH PRASAD GAUTAM,M,47,SC
BRIJLAL,M,53,SC
MAHENDRA KUMAR RAWAT,M,44,SC
MEENA RAWAT,F,49,SC
MEERA DEVI,F,25,SC
SANTOSH KUMAR DHARKAR,M,31,SC
SUNIL GAUTAM,M,30,SC
MAHESH KUMAR,M,30,GEN
REENA CHAUDHARY,F,33,SC
SHATROHANLAL RAWAT,M,46,SC
ABHISHEK MISRA,M,36,GEN
NAKUL DUBEY,M,48,GEN
RAJ NATH SINGH,M,62,GEN
PROF. RITA BAHUGUNA JOSHI,F,64,GEN
SYED JAVED AHMED JAFRI,M,52,GEN
TARA PATKAR,M,45,GEN
NAND KUMAR LODHI RAJPOOT,M,49,GEN
RABI DUBEY,M,36,GEN
RAJ KUMAR SINGH,M,44,GEN
RADHA KRISHNAN,M,47,SC
RAMPHAL RAWAT,M,43,SC
VIJAY BAHADUR SINGH,M,69,GEN
SHISHU PAL YADAV,M,32,GEN
MOHD. SARWAR MALIK,M,39,GEN
SUNIL SINGH,M,43,GEN
SUMAN VERMA,F,42,GEN
SANJEEV MEHROTRA ALIAS PIKKU BHAI,M,50,GEN
HARI RAM ALIAS HARIBHAI PATEL,M,37,GEN
SYED ALI HUSAIN,M,47,GEN
ASOK PANDE,M,52,GEN
ADARSH SHASTRI,M,40,GEN
GHANSHYAM SINGH,M,62,GEN
PADAM CHANDRA GUPTA,M,38,GEN
MANOJ SINGH,M,42,GEN
YOGESH CHANDRA BHATT,M,39,GEN
RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI,M,33,GEN
VINAY PRAKASH MISHRA,M,42,GEN
SHAILENDRA SINGH YADAV,M,28,GEN
SUBHASH CHANDRA LEHRI,M,43,GEN
AJAY AGRAWAL,M,49,GEN
PRAVESH SINGH,M,45,GEN
SONIA GANDHI,F,67,GEN
ARCHANA SRIVASTAVA,F,47,GEN
ANJU SINGH,F,31,GEN
KIRAN CHAUDHARI,F,37,GEN
KAILASH KUMAR,M,33,GEN
JAWAHAR LAL,M,52,GEN
MOHAMMAD ASHRAF,M,41,GEN
RATIRAM,M,68,GEN
SHIV SEWAK,M,62,GEN
SAHAR NAQVI,F,28,GEN
SURESH CHANDRA,M,61,GEN
PRAMOD KUREEL,M,47,GEN
MANGAL SAIN,M,69,GEN
SHAKIL AHAMAD,M,40,GEN
SAHADAT ALI KHAN,M,43,GEN
DHARMENDRA PRATAP SINGH,M,33,GEN
RAHUL GANDHI,M,43,GEN
SMRITI IRANI,F,38,GEN
GOPAL SWAROOP GANDHI,M,51,GEN
CHHAYA SINGH,F,27,GEN
ZAHIDA BEGAM,F,46,GEN
BABU LAL,M,51,GEN
